,dist_kilometers,vendor_code
68004,0.036,80
3956,8.295,0
78653,1.888,97
79447,2.14,64
59822,7.005,71
68854,6.593,97
17182,4.021,0
67289,3.646,0
79023,3.29,81
82628,5.761,97
48366,0.06,68
42631,2.557,97
32543,5.294,97
70351,0.094,97
69526,17.961,71
25124,13.087,0
14051,11.413,71
7165,3.193,97
40317,1.791,39
50423,2.532,80
7871,3.821,108
87249,16.886,97
74932,0.023,97
53627,3.495,80
13401,4.857,80
4442,1.089,80
3055,7.778,31
28056,2.8,71
39047,5.526,97
5038,2.431,97
22664,0.869,64
43326,5.409,97
69096,12.732,123
25727,13.869,38
12855,6.093,7
66881,3.11,97
88432,9.611,0
50077,2.988,84
1024,8.374,71
58540,1.869,49
8827,5.905,71
32844,4.152,0
71178,5.42,97
29381,4.494,80
40578,0.558,97
89399,6.562,97
72736,5.519,97
11136,3.854,0
30038,6.569,97
18799,3.337,97
65986,3.847,66
58478,12.112,0
10933,3.29,97
55678,9.73,0
74143,5.405,97
67987,3.305,97
63913,7.473,97
75281,5.951,71
12027,10.215,10
2435,6.657,97
86739,2.22,97
26373,12.5,71
55625,10.323,0
80543,0.023,71
44840,6.492,97
16214,5.312,22
37437,3.075,43
3666,1.545,71
44454,5.296,0
44634,3.383,64
48131,3.07,39
36287,5.368,71
89779,1.586,80
43194,0.082,97
85875,11.207,71
28766,0.77,97
45787,1.962,105
65133,8.515,10
44048,4.62,97
79710,4.772,97
39082,3.896,97
24158,5.489,0
29892,3.043,80
53381,2.712,80
73430,3.534,97
70228,1.251,64
48579,6.621,81
85765,2.657,66
65563,2.639,71
60885,0.759,71
30610,2.851,105
2659,4.294,67
53802,3.511,71
36138,7.14,64
7946,0.087,39
84379,5.415,80
57558,5.723,0
26252,6.413,75
55482,3.366,71
78414,3.944,117
78913,6.576,80
9439,3.028,71
48163,2.133,107
88850,0.156,38
13344,4.306,97
66449,8.162,80
15364,5.566,18
54625,3.843,80
60805,0.357,0
28676,3.249,97
84096,9.101,97
77119,3.708,64
75679,3.977,71
47211,2.861,97
61607,6.622,10
49518,12.943,79
81627,12.908,0
13371,0.348,39
35106,18.627,43
19715,5.27,97
10525,5.362,71
72565,8.813,97
6846,10.966,71
72155,9.196,39
52252,6.286,97
13266,3.822,105
10274,12.186,97
42491,5.287,80
21154,3.031,97
5871,1.86,71
88236,1.612,80
67747,4.731,64
69748,15.36,97
8562,16.433,0
33621,2.906,64
65737,2.667,115
62048,7.422,97
27219,2.455,97
82092,14.269,0
6529,6.019,10
79678,2.987,42
24948,0.791,80
56957,1.874,66
45776,1.838,71
30973,10.607,14
46433,7.953,97
33448,4.865,71
26361,3.738,97
23741,6.262,71
66986,0.119,0
88219,2.978,80
14260,8.757,80
87861,2.755,7
20017,2.889,97
83369,5.236,105
30582,1.156,97
80918,8.931,0
12753,1.191,97
28810,4.087,97
68658,3.7,0
12713,15.12,97
34425,2.777,81
72252,0.873,97
4807,1.649,64
71594,1.381,97
35712,1.08,79
48533,2.682,31
82319,3.298,97
30023,2.063,97
27186,3.82,97
82800,5.758,80
17852,5.106,105
33748,3.23,71
71675,3.25,97
24721,9.253,97
74405,15.903,39
55797,6.186,42
82563,8.833,0
30239,0.072,97
45616,4.11,12
9300,7.082,71
13713,3.645,97
86094,1.132,71
26787,5.55,97
23179,1.831,97
5313,1.312,64
48322,7.31,97
35172,2.88,97
27153,0.486,97
75282,4.511,97
73740,5.4,97
49636,0.057,71
12328,0.208,97
40188,13.486,97
51840,1.789,71
32360,9.377,97
24446,1.82,97
8646,6.008,0
49210,16.491,0
59193,0.659,71
56985,14.174,81
77712,1.593,80
70277,16.692,99
42335,0.895,10
39665,0.027,38
20783,1.553,0
90069,3.726,97
69220,0.41,94
40503,1.884,84
2737,0.882,64
75263,6.687,71
56796,16.426,0
45229,3.479,97
55803,18.635,20
60611,4.616,97
18537,4.813,71
13523,7.489,66
58119,13.199,71
34140,2.988,97
31142,0.663,71
61165,0.292,81
83802,0.16,84
61907,0.049,97
30883,2.36,97
74023,3.816,80
21619,0.06,79
42287,10.671,80
75484,0.401,97
50626,9.87,97
69281,5.466,0
60829,1.363,0
76389,1.751,71
83484,8.337,0
67190,0.14,67
9669,5.578,97
18957,1.436,40
10225,15.067,10
4738,3.108,64
26710,2.218,97
3251,0.474,79
55460,1.691,80
6289,2.813,97
88571,2.12,97
86756,8.951,71
11511,4.987,0
31987,5.572,97
4711,14.467,81
25360,0.572,10
12550,4.988,80
40018,6.061,71
11195,4.09,39
32389,0.074,17
88614,5.263,0
64371,1.963,97
45053,2.8,134
15389,7.823,97
53471,5.337,97
18541,3.466,71
36712,0.073,97
82451,7.37,80
32683,1.189,14
23302,6.022,97
81687,0.213,97
53191,2.44,71
89279,11.592,97
61684,6.556,0
7365,4.804,97
17419,6.033,71
8563,10.2,13
5593,6.091,0
37903,6.021,97
5807,9.808,0
58445,5.219,66
43320,4.429,40
10118,3.358,72
9819,1.349,64
29343,2.579,64
49481,6.929,71
45494,6.993,0
25532,7.639,0
52249,6.05,10
10035,2.414,97
85346,1.954,71
45994,1.146,97
76628,2.563,97
29090,7.705,0
62713,4.766,97
26444,0.501,80
1307,6.392,0
65328,9.931,0
7348,12.051,97
816,3.249,71
44121,0.033,97
56592,4.844,71
24654,1.34,116
75535,6.249,97
2662,3.408,97
56601,2.865,80
53264,1.507,97
28523,4.495,39
11999,3.094,81
44101,17.66,97
84506,9.626,71
34611,3.295,97
17645,1.025,97
40711,10.357,0
9513,2.441,17
37619,0.679,66
13361,4.616,97
60005,2.043,97
7716,4.379,97
66988,2.951,0
80630,0.023,38
30190,0.062,97
30097,2.242,64
67523,8.113,97
19334,2.348,31
58913,1.509,0
8297,5.478,81
64577,4.417,66
81492,8.744,80
48715,5.656,81
58248,3.265,97
3768,1.358,71
88735,2.477,10
31138,0.744,116
71830,1.23,97
45165,4.402,81
69175,0.228,80
7372,6.609,81
64811,1.348,64
61408,6.429,17
69744,1.405,71
73741,7.233,97
36612,3.136,97
61705,15.734,71
20778,5.595,0
59327,3.189,71
46831,7.725,97
78177,10.164,97
78478,5.634,97
68735,0.664,99
60675,7.733,80
71286,4.559,85
55976,2.939,71
18771,3.22,71
67426,2.183,97
73269,2.663,80
24016,0.057,97
56321,4.649,72
64590,0.493,84
60538,2.848,0
58745,1.295,0
79633,2.359,97
51458,7.246,97
4893,6.02,52
73955,3.02,0
74521,16.047,81
14803,4.009,64
44823,9.794,10
56349,0.211,81
25380,9.289,71
30313,3.813,81
75057,1.369,39
88868,5.385,97
70902,0.326,97
78284,6.978,97
55726,2.615,97
5110,7.048,80
36710,0.596,97
76397,5.048,3
19098,1.217,97
29411,1.954,80
69075,2.801,97
39140,2.029,97
62819,3.997,97
13987,6.263,97
5630,4.893,71
79673,7.422,20
60196,0.024,71
16308,10.072,71
25691,2.586,71
7784,2.035,64
58453,0.921,71
36357,11.06,80
65331,6.405,71
57982,0.124,71
34069,1.18,97
77511,4.633,20
82719,8.259,97
25399,3.664,97
59552,2.534,86
236,2.943,46
43840,0.07,97
81445,7.948,97
9747,2.19,31
73697,2.207,97
9099,3.09,71
10193,5.698,97
79387,0.637,80
69898,3.235,97
49299,2.671,97
56296,7.504,0
83748,2.927,80
57879,8.144,80
50138,8.396,97
27842,2.77,97
61643,4.833,80
68541,2.292,97
62490,0.137,97
45517,1.94,71
13100,6.123,97
45638,7.379,97
36231,3.824,97
26860,16.745,0
20402,3.616,97
46443,9.775,97
75065,5.518,97
6840,1.132,80
25918,0.224,38
47028,4.945,80
74816,8.666,97
81805,5.323,97
83402,5.402,97
25633,4.225,97
53140,6.827,71
58994,0.848,97
74819,0.065,66
39257,11.316,97
28421,2.817,58
47753,3.519,97
63013,1.623,97
42585,8.064,0
76755,12.682,30
72064,4.081,68
60743,5.834,10
39690,5.77,97
11320,1.308,97
21280,4.974,97
19010,0.104,39
32645,3.781,97
84271,1.679,94
89805,7.046,10
39312,4.856,97
71368,5.657,97
74858,12.014,80
21098,1.825,97
10428,0.601,97
32224,8.075,97
70179,7.945,0
8787,5.44,97
13457,1.627,58
68999,10.305,71
49767,3.416,10
41091,6.995,71
89240,5.901,97
31700,6.99,0
55729,0.141,71
76899,7.761,97
74053,0.331,97
60459,1.799,97
38212,0.263,97
28634,17.17,81
35023,5.301,64
71197,7.454,97
79012,4.869,97
88633,9.843,71
58878,6.256,97
19933,6.759,0
44357,4.932,71
15931,7.497,97
34417,10.053,0
6951,0.934,71
68884,1.898,97
12410,5.826,71
57240,1.515,97
7679,5.304,71
37479,4.079,71
59532,2.137,97
66615,6.003,1
24574,3.898,97
36646,4.74,71
16853,9.355,0
9106,1.28,71
41939,11.696,97
50215,3.728,97
41764,4.739,71
426,3.599,71
42247,2.374,97
8066,6.503,71
14924,8.975,79
9279,3.996,97
79980,13.939,97
71955,6.413,0
26295,4.215,97
83551,0.992,97
54485,7.084,97
38909,1.543,80
17137,0.272,64
21447,4.812,71
57673,1.818,105
59479,2.768,71
6735,3.778,30
57626,2.642,105
39444,0.628,72
10768,1.721,97
483,4.72,71
33405,0.023,97
36189,10.118,97
67446,6.07,71
46772,11.678,97
28319,2.868,105
1765,2.826,71
70543,5.719,97
35571,2.251,71
69958,3.374,66
37345,5.867,97
68707,6.269,97
5033,11.265,72
22356,15.627,97
9640,4.706,71
69574,0.147,99
79551,0.122,0
45323,8.082,97
33794,0.424,97
82896,0.089,97
14503,5.785,43
1850,2.293,71
75737,13.166,97
55285,1.556,66
15956,1.989,66
8856,0.479,97
42655,13.743,66
53287,2.058,97
61396,9.965,0
75096,1.383,97
77901,4.998,0
27674,8.273,71
24151,16.863,97
67000,4.026,97
49139,8.77,0
32547,0.722,97
61557,1.33,49
58879,5.163,97
8071,9.929,76
76680,6.365,86
88367,1.179,7
17148,1.741,64
60039,1.56,97
87642,2.022,80
2964,1.456,97
53570,7.039,71
70262,6.807,97
84242,0.081,97
67973,0.826,97
14962,9.476,97
15296,0.165,66
88858,0.522,0
11878,0.025,10
87521,0.146,97
38415,2.655,97
8044,5.385,0
81896,1.535,97
19895,14.492,3
4566,0.792,97
79038,0.1,97
29435,1.137,71
71965,6.808,0
20928,10.658,0
64100,5.496,17
75808,3.183,71
68649,7.103,67
87763,2.541,97
6619,8.992,3
41144,5.375,71
6828,9.454,0
31791,8.983,0
87080,3.331,81
50404,6.575,80
67915,5.475,71
30163,5.747,1
20397,3.012,97
62280,8.265,97
32249,14.538,97
52599,3.607,97
68420,0.637,21
82944,2.8,97
39485,2.93,80
6578,1.659,3
59261,0.657,97
87653,4.796,52
41197,17.083,80
78949,3.226,97
69496,3.963,71
89262,0.215,71
5026,13.288,0
11838,2.722,97
35838,1.739,126
56574,1.66,0
27437,2.589,2
56373,0.251,0
16887,1.679,97
16878,5.566,97
28862,1.506,105
84761,0.66,80
77446,3.346,0
9050,0.037,97
86261,0.824,81
21183,0.12,80
50263,6.925,61
88466,2.379,13
12442,11.144,97
65775,0.033,97
15902,2.374,71
5660,12.555,0
39868,7.913,81
55799,7.631,42
81574,3.513,97
9903,4.957,97
31835,4.774,97
24004,0.148,97
43016,4.19,71
8872,2.83,80
80189,6.854,0
36558,1.389,97
4353,5.037,0
2672,4.324,97
5818,4.262,81
14727,8.985,97
59974,2.815,64
60597,5.597,0
39783,3.401,97
41418,2.709,97
82483,6.815,97
12227,1.299,79
40478,13.85,0
5585,0.073,0
80408,6.683,80
42397,12.18,80
82913,4.813,0
1808,2.564,105
68509,6.772,0
64469,4.879,97
64215,1.022,64
74761,3.004,97
14920,0.041,0
34357,1.035,97
86824,8.717,97
65428,5.812,115
74365,3.585,97
2773,2.722,97
39791,4.729,97
42850,0.129,97
71357,12.668,42
78648,2.579,20
73195,9.882,97
1141,3.585,97
52965,12.42,97
34360,0.888,97
56356,4.499,75
18401,5.007,81
23203,14.672,97
39132,12.025,0
22426,16.545,72
62076,10.906,39
1864,4.695,71
8013,2.536,97
53047,2.292,80
31897,2.133,97
12309,0.063,97
36696,0.584,97
58475,1.589,80
23483,0.162,43
54417,8.051,0
34234,3.605,97
79731,1.535,81
67560,3.101,0
7678,0.618,71
22439,0.554,81
59123,3.455,97
8089,7.146,76
36325,8.328,71
50440,0.098,81
61785,3.868,97
61279,5.132,80
57927,8.089,97
51135,14.786,71
8262,3.989,97
15920,4.706,97
54868,3.624,97
36937,1.451,71
7522,3.902,97
19181,2.636,80
12916,3.78,97
16689,2.346,80
41407,3.638,0
83569,7.733,10
87008,10.532,0
14219,1.828,97
21177,8.398,97
88169,0.134,7
43405,16.569,81
5826,0.072,30
82211,12.396,97
28473,8.615,97
21801,5.491,80
68238,5.464,66
77447,2.025,0
36625,17.841,71
74537,2.634,32
2241,5.274,66
52754,2.777,71
21304,2.982,97
53418,6.384,97
41093,5.607,0
3046,8.036,31
78880,15.778,71
87066,5.024,37
67089,3.032,0
88645,7.712,71
49747,12.632,40
35839,4.404,97
16990,4.031,71
58946,0.98,64
51197,9.068,43
7686,2.619,66
20877,9.943,97
5382,3.751,97
19946,1.174,134
23769,3.381,71
81670,9.975,64
89472,1.972,97
58428,10.455,0
71134,0.021,66
62537,12.055,0
55965,8.597,0
65207,5.283,10
50615,10.975,80
76081,2.542,71
54111,3.091,81
27496,2.973,81
58126,10.802,39
82206,1.85,64
65635,4.045,126
63596,4.224,97
86183,3.164,97
62326,3.853,66
61083,4.413,0
17492,5.24,115
52651,3.091,80
82187,9.857,80
35935,2.918,39
83162,0.164,38
54470,3.604,71
17607,11.124,0
53118,5.921,0
18194,13.49,97
38376,10.725,86
304,7.706,84
80262,2.076,97
56378,8.04,84
55488,3.946,97
62408,3.305,97
51987,10.07,97
40737,3.694,80
73165,8.458,97
55390,1.444,80
51650,9.25,0
87342,0.927,80
21094,2.232,92
54565,6.744,80
39008,4.559,97
69073,3.034,97
51365,3.818,97
12770,4.586,66
72548,4.073,97
84636,18.227,43
175,1.912,71
43469,1.88,71
7858,5.32,97
3916,2.875,97
68510,4.483,52
38939,0.023,97
3185,7.336,64
9065,0.09,61
80905,3.613,105
34430,17.344,97
39636,5.445,97
58140,10.805,0
87186,12.006,0
23577,5.933,64
78520,2.917,80
88625,3.564,0
27156,5.431,0
24658,11.084,97
18279,18.314,75
46101,15.127,0
31814,6.072,80
16496,1.876,97
10033,2.265,97
54158,6.701,0
9880,1.874,3
61030,5.003,80
34641,0.931,97
78709,2.228,97
42020,4.73,0
10798,7.332,71
86163,5.926,97
45694,7.816,97
27864,0.618,97
27097,3.475,80
62110,3.865,0
53945,11.664,0
22900,0.036,0
60206,6.199,71
36084,1.522,71
2100,5.381,97
28092,14.361,43
19505,2.433,97
44765,2.317,134
42608,8.609,0
57618,2.219,97
2897,9.28,2
14070,3.04,10
53212,5.247,80
20275,2.417,71
71504,2.602,80
76427,4.866,97
23712,0.603,80
86214,7.781,97
30482,0.928,80
83780,7.424,97
5068,1.261,97
82559,4.7,66
15321,4.609,71
8546,3.865,117
70139,4.141,64
46629,1.829,97
542,5.213,97
57643,1.218,64
34673,6.554,97
14706,5.414,97
86472,0.121,10
15003,1.26,105
25784,4.426,97
3240,2.436,64
53645,6.594,88
53865,2.434,105
14000,3.72,97
29921,10.134,97
60463,8.718,71
16210,2.494,97
4503,4.503,0
19570,1.614,80
17209,8.027,10
34437,3.715,97
55794,6.012,106
76664,0.618,80
57153,9.594,80
30242,5.038,0
72315,9.377,0
52921,7.049,71
6257,3.353,72
41683,6.434,77
90193,7.407,80
26954,5.608,79
89765,0.045,71
15357,2.109,97
46336,0.029,80
21856,5.458,71
6044,1.616,80
75400,1.784,97
2234,0.24,66
88694,10.987,10
69754,17.825,86
24893,3.499,0
74188,5.865,97
9037,7.356,97
83645,4.379,115
34605,5.898,97
72981,1.006,97
67083,2.104,97
73315,3.84,79
49754,18.212,0
9678,6.601,97
42246,2.73,97
85764,1.949,27
87295,18.195,0
58306,4.669,0
15341,0.831,71
41908,5.504,71
56449,0.031,131
89975,6.908,80
14718,17.042,71
38268,3.983,71
41553,4.583,80
16128,16.284,0
88929,3.35,80
70281,11.602,71
22786,4.182,71
53209,3.682,71
76051,5.063,97
45712,8.05,80
66036,8.815,80
71900,2.994,80
43122,1.39,71
79304,2.24,97
18288,7.304,0
58671,2.761,64
71397,1.951,97
60535,3.812,0
46369,4.753,42
64231,4.852,0
39256,1.172,97
40403,8.384,71
51889,4.328,30
79112,2.191,80
57366,0.021,97
18044,4.885,79
26952,12.522,71
66079,4.715,97
34511,4.228,97
11734,4.727,80
89585,9.462,0
35382,18.581,81
47224,0.031,97
37184,3.379,97
16038,2.235,67
19965,7.799,0
4312,17.091,39
36079,9.376,71
77768,0.896,97
44337,3.594,64
37147,5.148,86
19720,5.94,97
36888,6.343,30
56810,7.053,0
40622,0.652,97
32404,6.666,97
58816,14.925,0
48626,2.943,64
40072,0.027,99
82795,1.059,81
77443,3.573,0
27598,4.627,30
13520,6.368,80
2834,7.186,0
33268,0.152,97
64032,0.022,97
55900,3.698,97
26441,0.049,97
21446,3.328,97
75857,2.717,97
68369,0.787,66
24467,13.627,71
59781,1.99,71
55819,1.695,71
80010,1.144,80
78328,13.0,80
64426,7.895,0
82658,0.12,97
81247,1.381,64
24291,8.629,97
64701,8.197,0
40041,3.129,97
73614,6.808,10
77194,8.344,66
75757,3.761,97
34514,1.267,71
11786,6.356,80
78811,0.023,97
20090,12.287,97
40126,3.355,66
76161,12.663,0
36705,5.049,97
38598,0.858,97
31664,2.251,79
39163,8.351,0
14744,4.331,105
64767,0.468,97
46767,7.209,97
80592,3.105,97
43878,7.657,42
67754,2.205,97
14878,3.367,71
45324,1.144,80
6873,5.819,71
48729,7.649,97
20166,0.961,71
68868,2.078,97
27954,1.71,97
19643,1.463,97
20264,3.917,71
82968,3.571,80
52277,1.119,97
45805,3.771,80
50729,3.662,71
74604,10.047,97
3255,3.662,97
78006,4.322,97
27023,9.544,10
63191,4.047,71
46667,3.669,97
56675,2.726,42
13316,1.418,97
32651,2.575,80
21360,6.392,97
72866,2.244,97
50982,5.648,97
43050,13.102,97
17465,2.942,97
11030,2.825,80
19531,2.167,80
46233,0.153,120
18977,8.689,81
7241,3.18,0
55212,2.595,97
13659,5.75,97
80242,0.872,81
44718,10.126,71
42833,2.942,97
76413,5.8,63
55330,2.437,80
80798,7.47,14
19294,5.455,97
10232,3.378,39
31843,4.144,97
72688,1.657,80
32585,10.091,71
69158,2.004,97
5465,6.453,52
5467,5.18,71
25925,9.621,10
37230,4.113,71
47074,4.289,97
22563,11.483,71
41988,14.478,71
56708,2.736,71
5487,0.962,52
71247,2.924,97
33925,2.894,97
5094,0.039,38
35415,3.701,81
89586,1.248,97
80100,5.17,0
50054,5.708,80
5597,4.949,0
22006,0.022,66
67517,0.163,0
67730,11.568,10
36647,2.098,97
19238,2.667,81
64475,1.982,71
19315,1.979,80
515,3.129,97
41625,5.463,97
4074,1.096,97
9428,11.086,71
86949,10.633,0
32772,5.646,97
47474,2.754,0
66286,2.931,71
71847,2.624,97
6403,1.385,97
67198,6.384,0
23278,9.207,71
67925,7.979,66
63299,5.154,71
38580,12.76,81
69320,7.445,108
86263,5.863,0
1792,0.193,20
2218,4.66,71
25344,12.374,97
2228,4.816,97
30776,1.012,120
66934,1.888,80
39886,5.21,64
84015,8.948,0
54631,3.582,64
60073,5.628,71
28949,2.745,105
23444,5.187,64
66341,6.6,97
76828,9.005,71
42553,11.305,97
82670,3.617,97
12229,4.156,97
69169,5.124,97
56183,4.512,97
31521,7.487,6
34792,2.204,71
69020,9.157,71
80589,1.918,97
28647,12.45,43
57045,4.97,81
47292,9.507,0
89696,1.607,97
19612,2.681,10
85332,1.777,97
38072,4.22,97
12653,3.761,97
2246,1.758,80
72219,11.112,97
53658,6.119,71
46596,5.291,97
17106,1.794,7
25882,2.497,97
39279,2.381,9
37512,9.887,81
75448,1.305,3
69908,6.4,64
38511,1.798,97
81113,1.76,80
87972,11.744,64
34570,1.879,97
26134,0.934,97
19848,2.388,97
10800,3.165,71
80187,1.398,97
68984,3.37,75
76344,4.362,97
44500,2.07,134
77317,15.705,97
55282,3.376,97
27995,3.57,2
497,1.975,97
43063,1.821,81
19680,2.804,97
32497,3.647,79
80644,6.536,97
46406,0.071,81
37444,5.744,97
1950,0.783,115
65366,1.681,52
34410,3.299,80
75553,5.113,71
12799,5.934,97
16139,3.798,0
65512,9.837,97
42957,0.769,40
66963,7.326,0
32160,10.059,97
83051,4.739,81
28129,3.752,97
39203,3.376,30
57622,1.142,71
19344,0.024,0
87507,11.33,71
31406,2.578,97
29737,2.198,97
19864,4.122,64
35147,8.55,97
67057,2.229,99
70151,3.317,64
53403,6.305,80
23065,8.139,105
34181,2.127,97
17813,1.841,97
82647,3.756,79
12585,1.795,97
86602,5.888,106
48641,1.895,97
55108,7.681,64
56937,8.572,97
63880,3.744,80
80470,0.797,79
14245,2.468,97
36554,1.741,81
38536,4.332,97
61970,8.601,0
67646,1.906,97
88274,2.627,52
2504,3.117,10
48627,1.084,39
20068,3.481,9
39213,6.19,10
82169,4.786,64
21405,10.399,71
38404,0.11,72
10820,3.065,97
15329,1.795,105
22483,2.804,43
62325,12.956,0
22617,8.904,71
25340,11.446,0
26050,15.631,123
84185,8.751,97
75387,3.265,97
73481,6.894,97
7279,8.572,97
74167,5.225,0
1994,1.172,10
56961,4.64,97
37493,4.57,97
39707,2.884,71
27399,2.135,64
67518,4.152,71
75104,3.888,39
75054,6.227,64
13025,2.634,66
6686,5.587,3
1014,11.096,0
75860,0.19,43
65831,2.919,66
56119,5.141,0
82326,1.662,80
15921,7.694,97
9648,3.362,97
89996,5.571,97
52355,6.67,97
25961,2.656,97
76559,6.875,97
18034,10.119,0
851,10.078,71
73666,7.982,97
56165,14.311,71
34268,3.376,97
76251,7.46,80
2876,3.973,0
54270,5.716,81
10699,7.856,64
76057,1.059,71
50432,3.706,40
31668,6.823,71
8545,9.47,76
19135,9.551,96
45506,4.172,97
69965,1.589,77
63311,2.802,97
76084,6.777,97
88063,0.074,97
88123,6.001,0
74579,0.858,64
74778,3.111,38
83758,6.481,97
9357,7.372,71
21141,1.723,97
84448,4.014,64
58929,6.107,97
88907,6.242,97
76123,4.949,88
66567,2.338,97
89402,3.44,97
36114,2.489,47
62223,9.563,97
46431,6.104,80
9198,3.759,0
39949,4.12,66
62789,4.187,43
4355,0.025,80
14024,7.667,0
4612,1.227,71
80359,11.397,97
39026,3.555,97
35258,2.592,105
40485,3.885,80
19530,0.046,97
84468,6.925,97
19666,9.999,10
31797,3.873,80
17678,2.847,71
58685,3.661,97
68740,1.947,80
82152,1.813,80
6445,1.38,64
57083,3.52,88
74948,3.249,134
52393,9.547,97
17843,2.875,105
47504,8.228,0
9831,4.14,97
29816,11.298,108
53414,9.601,3
28575,6.88,97
37727,0.046,97
79293,8.617,80
61491,1.587,80
44056,0.14,0
7052,4.097,97
81906,1.482,97
29570,1.778,39
39644,10.051,71
62863,5.555,97
69453,2.086,81
33432,0.635,134
42751,2.868,97
31222,7.044,52
48135,0.063,66
88390,4.165,80
61752,8.158,80
38832,4.742,97
25364,12.998,97
55887,5.568,99
56903,3.629,42
17296,0.09,39
659,6.59,71
34541,11.725,97
61114,5.171,89
60936,6.723,97
2755,3.131,0
20021,1.505,134
21518,2.802,97
5986,4.451,97
89913,1.484,97
74094,12.498,74
22067,5.193,81
56273,11.894,0
15616,17.685,71
45221,2.692,80
38142,4.126,71
84985,3.002,71
14176,9.32,86
68217,6.235,71
16749,9.41,97
89326,10.487,80
83221,6.083,115
27340,5.757,97
13126,3.053,58
75202,3.631,97
83160,4.355,71
68038,7.345,97
47970,4.678,84
26387,6.696,97
3823,0.079,84
39148,8.889,0
66177,2.837,97
23599,2.756,86
78613,12.565,0
59469,2.342,97
83424,1.671,80
62880,5.638,10
43359,10.792,0
46755,9.53,81
66637,0.717,71
18024,3.531,0
43169,5.05,64
3814,4.001,31
41631,9.018,0
20626,3.174,97
93,5.729,71
44215,8.876,97
68755,1.131,97
21357,6.241,97
55873,6.453,97
68521,7.979,0
7422,0.459,97
958,5.102,0
31084,7.139,79
35145,0.948,105
231,1.252,97
53616,10.491,97
10475,5.263,0
37028,4.486,97
4623,0.024,97
64125,11.046,17
36933,5.698,30
55933,0.066,71
73029,3.955,71
54728,0.126,97
20557,3.35,10
40246,4.552,71
88245,6.567,0
35873,7.537,0
76591,3.323,30
39631,1.211,97
20802,6.664,64
86672,17.042,97
67019,3.139,97
26578,9.969,79
72905,0.075,71
85964,9.941,71
88474,15.847,71
79186,8.657,71
36113,7.494,13
14858,0.622,97
45083,1.787,97
17563,16.928,97
85162,7.692,97
30740,0.135,10
69747,2.514,97
84176,0.077,30
69396,5.857,97
41059,2.829,0
21097,10.672,97
30912,0.593,64
79392,0.954,80
26399,3.515,97
49999,5.938,97
80003,0.101,97
88024,16.319,71
5747,4.001,97
26581,8.166,0
48513,0.594,81
66306,2.202,97
2366,13.402,80
33701,12.15,0
56473,13.499,75
77916,4.61,97
26729,4.73,71
35315,7.83,0
54132,0.043,97
87288,9.272,97
61194,6.717,39
64946,4.585,97
52671,2.429,97
4033,8.812,80
85280,13.408,71
80893,6.109,39
45321,6.156,97
13561,11.981,97
12891,3.052,7
56967,4.321,80
87771,3.759,97
39305,4.03,71
60903,0.083,0
315,1.356,20
54159,14.991,81
13664,3.046,58
512,4.425,97
23121,1.19,80
59755,3.098,81
82250,1.337,80
44370,12.155,72
32767,7.808,80
30063,2.119,97
49795,4.381,97
2022,5.077,66
52499,4.441,97
62193,7.52,0
31314,3.927,97
11051,8.076,97
53433,0.197,38
65138,2.168,97
51982,10.906,0
36106,5.31,0
5007,10.172,97
82512,2.533,66
82904,3.76,97
34171,0.373,64
40291,10.742,1
62539,0.726,52
13870,12.617,81
84791,2.645,105
59437,3.114,97
62826,3.312,97
61946,9.737,97
40224,2.508,71
14695,0.148,56
86755,4.081,71
81945,2.304,115
21298,4.018,80
30201,3.724,97
53508,3.554,97
57110,2.916,71
38071,5.449,97
77063,3.687,97
668,2.995,43
17555,8.313,97
64447,2.561,97
29738,0.197,97
30893,1.007,97
19502,2.555,84
84798,12.246,71
83599,2.776,115
54687,4.153,71
39574,6.162,64
66564,3.403,97
9955,5.009,97
6444,4.316,97
13010,0.986,97
1032,10.334,97
11610,1.107,64
51114,11.958,71
19196,0.115,80
72941,0.03,97
85969,6.119,71
18001,13.207,71
27063,11.224,81
37431,15.717,97
46161,0.631,80
88380,8.47,0
47788,5.811,0
24752,2.76,97
17291,0.052,127
27594,6.367,97
1339,6.518,52
