,dist_kilometers,vendor_code
46946,0.036,39
67306,5.552,97
24887,8.219,0
56731,3.677,99
73693,3.186,97
85130,4.447,97
29981,5.388,105
86017,0.034,80
45412,2.934,115
74782,0.033,72
76380,2.055,97
8147,4.561,97
87847,2.306,97
21180,5.083,81
77506,15.305,97
70936,1.067,97
79562,2.228,80
47431,6.04,71
1098,7.699,97
71660,13.007,134
20351,4.896,97
15190,5.614,80
28692,2.361,105
35069,6.403,47
55666,10.675,0
84341,2.102,71
9259,2.082,42
25957,12.773,0
37539,8.289,79
83911,1.603,97
50258,0.038,97
87515,14.741,97
26362,3.008,97
62212,6.569,20
76977,4.048,97
41461,2.156,97
89315,17.455,42
24367,3.709,97
31308,13.681,39
47012,6.319,97
28856,1.938,58
11218,3.718,71
19914,3.359,97
26842,8.017,0
74107,4.507,42
52816,10.708,79
52805,0.137,81
15103,0.898,97
30253,2.137,81
35691,16.243,71
75884,8.137,71
72197,0.118,69
21506,9.064,97
58830,0.95,97
66357,6.457,97
10819,3.975,71
80069,1.643,97
4182,2.614,97
23704,4.677,80
1772,0.173,97
85556,2.203,71
64042,0.153,39
81138,1.676,134
66865,5.759,97
26054,3.751,97
65226,4.754,97
17536,5.212,97
36474,3.419,97
88506,6.739,97
29049,5.135,105
9560,8.807,80
20948,10.894,0
70014,13.986,99
46289,6.686,97
20406,18.309,79
9336,3.391,77
7772,3.867,97
55857,10.411,97
44070,5.136,97
58320,0.101,81
85828,3.149,97
58227,3.352,79
107,0.318,10
87082,13.414,71
11494,5.296,0
48066,12.459,66
51499,5.314,97
12708,0.357,97
59240,2.565,71
46099,6.321,10
86725,11.02,64
35083,4.416,0
8320,0.085,10
22440,15.785,71
29944,5.466,80
77041,5.473,79
70052,5.935,97
3019,5.742,97
49199,8.762,61
14618,2.336,0
61102,2.391,97
52385,3.654,71
23301,2.486,81
56049,3.417,97
85359,11.389,79
81731,2.186,134
85199,0.438,97
25074,1.119,0
12755,0.021,20
57861,7.725,46
35104,3.947,64
53520,1.693,10
57624,8.316,42
64128,8.634,0
35735,2.3,97
87211,2.543,0
27886,15.365,13
4203,7.145,71
2064,4.521,126
86150,9.772,80
44194,6.178,97
35610,9.715,71
23446,9.561,97
78165,2.081,71
52956,5.567,71
45499,3.22,105
31149,4.694,97
26037,5.406,97
35974,0.081,97
20070,4.537,97
69972,8.668,71
32425,3.94,80
62254,0.383,97
41856,8.352,66
52505,0.026,97
62000,13.396,0
42946,1.998,97
32350,1.642,97
60040,6.272,71
40342,2.169,97
63178,0.089,39
83228,3.338,10
65246,2.636,64
23887,5.018,97
13923,2.324,71
38039,8.936,0
4303,11.183,81
30298,1.594,97
70427,4.425,97
76198,3.669,97
26250,6.856,0
14155,11.953,81
57857,12.052,0
18482,2.987,97
41163,10.356,20
89293,7.627,0
80103,0.888,80
9264,4.331,97
44536,0.054,97
36670,1.997,97
17488,7.452,80
10089,0.021,10
30431,3.074,97
12075,11.005,80
43089,0.304,81
35936,4.378,97
69655,0.031,10
43683,5.103,97
64536,12.213,81
78768,6.786,0
15521,0.739,105
4974,17.915,66
27412,2.439,97
84743,2.469,79
54905,0.053,71
36211,0.567,97
66818,5.163,0
4707,10.986,0
478,0.911,97
77894,6.519,0
85507,3.439,10
6614,3.196,3
5254,7.547,71
90208,3.587,97
60297,4.803,97
86771,2.177,97
40483,2.959,97
77732,3.352,80
21661,2.42,64
50109,5.874,97
84960,0.815,0
69638,3.167,105
19745,0.065,3
76046,0.96,81
56821,4.571,0
28266,1.431,97
70341,5.419,97
9932,4.658,97
1656,9.61,81
67995,2.274,97
26235,7.957,0
65141,0.324,97
66413,1.308,80
37011,2.08,71
46017,12.164,80
88154,3.212,71
4668,1.675,66
40618,12.499,87
17071,7.662,0
70033,1.69,0
27705,6.984,10
49955,2.453,97
8061,1.364,97
63322,5.154,71
37234,5.422,71
16890,2.97,64
77004,1.628,81
55226,7.406,0
88522,3.006,97
37769,9.037,105
17666,10.081,0
84553,14.134,79
78224,4.594,81
4344,3.317,71
16168,10.371,0
31772,3.24,97
77555,5.867,97
60971,15.395,54
39795,2.817,97
52952,1.148,97
35148,4.856,71
64370,6.689,97
60104,6.958,71
52911,6.262,97
72359,17.784,71
36970,5.819,71
76390,3.009,97
17000,6.278,97
53178,2.908,97
65802,3.608,66
20671,2.266,72
35930,0.047,84
35706,5.07,71
83212,11.467,0
58963,0.02,3
19878,2.519,97
26393,5.139,80
78351,1.522,80
57740,4.714,81
20006,0.088,42
85704,0.55,86
38583,1.638,97
65000,1.384,80
11245,4.482,0
31419,10.946,97
6667,1.152,3
3758,5.686,97
45883,1.011,71
24569,6.009,79
27308,5.407,97
20983,2.372,105
50783,3.274,43
77349,0.886,64
51828,17.08,71
83808,1.702,97
25774,3.535,97
32859,8.987,97
83094,5.627,80
57392,0.815,117
14951,4.754,43
56681,1.007,71
78977,0.428,97
55231,2.294,71
88567,8.224,79
44858,11.193,71
7127,5.537,97
81868,6.931,80
40350,6.104,0
55987,7.364,0
56732,3.058,97
57430,10.194,0
60455,0.038,71
74933,9.938,97
36461,2.99,97
89998,0.034,97
13915,3.213,97
58367,5.622,97
45906,1.388,81
18754,11.139,71
52610,16.518,71
50674,1.212,97
9322,2.3,20
44222,0.045,75
76208,0.393,97
12557,3.867,97
1241,9.742,97
10463,7.765,0
5045,8.481,0
60902,6.487,0
36210,1.272,64
47522,3.154,71
25287,10.417,0
4460,4.125,0
39356,2.69,0
43719,5.999,97
53900,8.19,80
48883,4.478,97
68131,3.243,97
6463,0.13,120
20933,7.604,0
8400,1.451,0
18647,3.22,97
18877,16.077,97
85219,15.64,71
17667,3.089,0
16761,8.542,97
61512,4.418,31
85031,2.062,97
54107,3.669,97
60193,3.833,71
11106,2.591,97
21317,1.869,105
76396,0.923,97
55967,2.187,97
33900,1.318,97
9214,4.46,97
84871,2.155,97
89335,8.029,71
81427,4.991,97
32116,6.267,67
19539,0.866,72
24934,2.57,115
67348,12.682,0
78226,1.762,80
48094,2.142,97
39666,6.946,0
78711,2.246,0
11055,2.707,64
41515,10.67,0
59826,5.088,71
81125,3.14,97
85666,1.74,97
19622,1.411,97
2096,0.1,86
16064,6.556,97
63828,2.256,97
59025,0.303,0
88687,6.545,10
52866,4.715,97
65181,13.599,97
18092,1.625,80
30364,0.139,80
76197,2.398,87
48218,3.039,81
22269,3.836,97
31481,1.034,79
78324,5.731,44
21866,7.477,71
88176,11.786,0
11915,6.061,0
14498,1.586,97
12324,0.028,80
26187,4.445,0
57962,1.729,97
53425,4.929,64
70581,0.049,64
42629,2.05,97
45772,12.109,97
69478,8.876,10
70015,2.36,71
59229,9.745,71
54588,0.892,64
85907,7.152,0
36351,0.639,80
35065,1.546,64
52493,3.607,80
4068,5.834,66
4078,2.329,71
7836,14.816,97
13814,3.037,97
59120,1.263,97
49817,13.858,97
58464,3.783,97
12294,16.202,79
9267,2.854,97
78327,0.032,97
54421,14.011,71
86205,1.578,97
5086,12.246,0
33908,11.393,97
23439,16.114,30
56094,10.844,64
74713,3.79,97
47258,0.222,81
2806,2.375,64
62140,2.78,71
57269,3.679,66
29113,2.372,63
69005,12.544,71
10544,2.434,99
59292,2.561,97
9594,17.509,97
43825,1.98,64
66532,0.87,80
83605,2.376,58
83280,5.776,97
65614,6.505,71
68466,0.201,80
1371,6.702,105
80202,4.159,10
22659,2.404,97
26489,11.604,97
55260,1.059,71
41227,2.283,80
84272,2.384,97
23226,7.57,97
80332,8.507,97
28792,11.0,80
24507,4.77,97
27919,1.855,81
61606,0.267,10
75101,4.172,97
46853,3.227,97
31126,1.441,64
72987,2.448,97
30509,6.754,71
22574,3.895,97
45558,2.191,97
71979,13.582,80
85732,8.382,97
24462,4.869,31
30490,3.428,97
29305,2.016,64
18278,10.717,0
48542,5.427,71
88414,2.005,97
42117,1.727,64
48470,7.624,80
43278,1.876,97
62052,8.696,0
61212,2.191,52
41452,2.285,97
16996,6.571,0
89017,4.363,97
79231,2.051,52
41905,2.175,71
45562,1.756,97
7257,0.466,97
53091,1.635,30
30064,4.04,80
61351,0.026,78
39708,1.253,97
4751,3.606,97
70082,5.312,66
87730,0.333,80
84147,10.976,120
22623,0.062,10
57685,2.331,0
7453,10.624,10
39676,7.243,97
79871,5.411,97
54053,1.846,80
88732,5.698,10
57429,9.962,0
24262,1.198,97
25334,14.222,71
87723,0.637,21
9289,3.518,0
64204,10.076,97
17876,0.402,16
17278,5.607,97
32530,2.963,97
14541,4.224,71
59401,2.085,97
58007,5.2,97
31610,3.494,10
63742,9.249,71
38659,0.094,10
11596,8.648,71
87013,0.552,97
40368,9.754,71
46453,6.575,64
82233,10.093,80
21542,0.146,80
319,6.902,81
46014,7.051,64
43328,1.211,71
11214,0.029,61
34712,4.899,97
3028,2.023,52
67904,0.042,3
52115,10.246,97
87121,6.681,0
51040,5.178,97
71707,3.291,0
42776,4.435,81
80942,1.353,97
72914,4.846,80
24216,13.903,97
40499,9.795,97
44308,3.998,97
7181,9.335,71
70605,4.137,81
29536,3.345,97
52023,2.077,97
38107,1.597,81
73146,3.695,80
50053,4.352,40
51080,3.274,97
65766,1.839,66
39353,13.732,71
55771,12.251,0
29845,0.225,38
60550,5.932,71
68757,6.054,97
73266,5.103,71
68373,4.185,97
31761,8.279,0
27859,2.94,97
17746,7.808,67
21754,3.937,10
1916,11.948,61
76141,6.956,71
90104,0.624,38
1341,9.007,115
38751,0.091,71
72351,2.917,81
50129,5.328,97
40262,17.671,0
32049,6.291,97
12812,4.662,97
90236,0.054,0
30074,0.931,81
79383,0.278,39
68184,2.183,80
7505,9.837,0
10270,16.224,88
21104,11.913,81
46248,2.63,71
35684,0.928,71
51148,2.74,71
42568,3.415,64
62175,3.886,97
60504,3.779,33
27319,1.791,71
29502,11.434,97
84362,2.875,71
3807,17.669,97
68395,0.076,10
67257,16.666,79
56644,9.702,80
21091,9.448,39
61509,6.671,97
17270,0.436,97
77487,1.086,71
26504,11.978,0
22161,4.743,71
58811,13.774,71
86802,3.196,80
41504,10.945,97
29298,2.636,64
76410,2.764,97
78039,7.3,80
57262,17.104,71
47961,1.172,97
74290,4.206,42
18823,8.467,43
18477,9.0,0
19780,0.161,97
11682,4.32,71
73103,5.509,30
35607,1.123,97
24728,16.662,97
49542,6.934,0
76886,3.638,97
2212,18.679,71
71434,1.225,80
10830,2.456,39
52321,10.636,97
29244,5.993,17
65967,0.937,66
45334,4.262,80
5685,3.257,30
20454,15.328,81
23051,4.753,64
63034,3.096,39
55299,4.218,71
72840,2.518,71
38641,0.819,97
29383,3.472,97
2967,1.566,66
87633,5.052,80
62398,1.985,0
13074,9.885,81
31056,4.884,80
71811,9.769,97
45455,17.416,97
29569,3.055,39
59204,0.987,80
48064,15.687,66
61495,9.958,0
20950,6.738,0
10870,2.07,80
34786,1.846,97
26564,3.152,97
34184,1.577,97
61497,18.288,71
51787,4.502,71
77262,8.707,67
45940,6.754,76
9668,0.535,97
14882,2.939,97
58949,5.066,97
45698,2.662,97
41842,14.98,97
53709,8.772,71
41844,4.549,97
65593,0.053,35
6812,5.752,80
3763,5.165,97
33652,6.165,97
10782,6.003,97
76802,6.615,0
13916,4.111,71
62250,0.041,97
1375,9.798,71
17143,0.039,80
71883,5.119,97
19149,4.032,71
72965,4.697,80
44713,9.76,97
35872,13.525,71
21587,1.123,80
73469,11.408,80
23729,1.434,64
35223,16.048,81
40182,3.56,97
67745,0.353,3
20894,4.056,79
52701,2.413,97
66133,3.241,39
81017,1.349,97
45111,0.754,97
53319,1.266,20
10019,7.553,97
28234,6.952,71
73484,2.401,97
47545,0.923,97
75986,5.681,71
40273,0.839,71
83986,2.408,72
52697,0.238,71
36213,0.828,97
76554,2.166,3
67617,6.76,71
77872,3.839,0
83831,4.898,97
38833,8.788,0
28510,0.033,80
7064,5.499,71
64380,5.592,0
55590,5.873,97
40242,2.161,0
30720,14.655,97
44583,0.172,10
27184,4.977,80
41895,0.038,48
49340,1.78,39
76790,6.858,71
53478,4.585,71
87718,4.242,0
35409,16.09,97
86291,14.143,0
11110,2.495,71
68945,2.056,89
36035,8.107,64
44071,4.834,97
87239,4.319,0
72768,5.663,71
86939,3.221,97
37844,3.551,75
40399,11.416,0
80300,4.354,20
45180,0.054,97
48479,9.707,71
50132,2.956,97
86749,1.534,80
2746,1.478,64
32660,8.268,97
35500,2.39,80
69201,13.888,97
12817,2.486,97
54988,3.756,97
38526,2.342,0
63140,9.914,72
87374,9.221,71
72509,2.445,0
15311,5.714,97
19099,0.843,80
30002,1.756,10
79178,1.786,81
87372,3.459,71
39556,0.208,97
39750,2.242,97
42551,8.019,97
46122,3.113,80
20367,1.6,2
1294,7.119,97
86896,9.547,97
11172,8.536,97
12947,2.493,71
33502,3.611,3
9709,0.33,71
22891,11.034,39
88544,1.323,80
54347,12.691,66
33804,12.462,39
58324,2.275,97
64974,2.257,97
60911,4.653,108
23630,6.633,10
36178,16.282,64
1135,6.457,97
1724,5.319,97
76493,6.718,97
14026,3.822,0
67154,7.918,0
77089,5.797,97
67217,0.029,134
63022,1.605,33
50715,2.079,38
33705,8.772,97
15623,11.29,81
3153,3.955,97
36940,3.799,0
58013,3.317,72
83947,4.037,51
35031,3.685,0
5760,1.787,66
42739,4.578,97
77931,2.555,97
26180,11.349,0
2521,6.991,64
75297,5.33,97
44170,6.207,71
90050,2.677,0
60438,0.369,72
77711,0.945,81
65615,4.279,97
4183,1.393,97
20342,1.874,97
74177,5.788,97
32209,0.094,38
12028,10.636,97
44368,7.558,84
45980,5.888,10
45128,2.625,80
79893,4.106,0
3072,2.642,97
43167,3.046,10
73304,11.134,31
60136,5.972,80
21295,1.781,97
7774,3.285,64
68504,7.468,99
77803,14.961,19
3941,9.576,80
10581,8.376,10
5028,5.099,97
47548,0.084,39
6428,13.068,43
5883,5.212,0
8778,3.555,71
83680,4.256,80
15094,2.385,97
64069,2.022,66
58238,7.193,0
57672,16.182,97
48621,2.11,64
75624,1.779,66
82828,7.355,0
82060,9.976,97
17625,10.235,97
62105,0.418,97
48668,0.031,99
41692,2.02,72
30880,4.319,81
31924,2.378,97
43413,10.494,97
46300,1.233,71
27882,2.938,97
46193,12.844,87
35340,5.167,38
86469,1.974,97
863,5.397,9
79659,4.781,80
14971,5.071,81
87948,5.41,97
116,15.277,86
29161,11.504,97
33368,1.749,71
402,1.545,71
14189,7.495,40
61774,3.108,97
11365,1.666,0
14641,0.032,108
89856,13.663,39
42184,12.593,81
70549,0.046,6
9743,5.877,97
1758,4.167,105
43867,10.586,97
19212,0.025,0
1130,11.439,0
73111,2.786,97
14539,6.217,97
31558,1.73,14
81582,11.866,97
55525,6.104,71
68913,0.087,0
11453,5.513,0
63317,8.595,38
61529,10.144,0
64980,0.506,80
22661,8.685,71
42534,1.422,80
37963,2.139,97
51228,4.635,80
82687,2.914,0
7476,8.037,71
74578,1.993,64
57194,3.898,38
20663,8.294,71
72969,4.257,71
67786,11.354,71
10533,8.055,71
88499,1.456,0
16115,2.63,97
65532,2.776,97
24735,4.719,97
7928,9.647,68
45200,5.583,97
53578,11.199,71
49971,6.064,0
19517,2.824,80
84268,6.431,72
22827,9.836,105
29783,2.907,97
8360,10.089,71
49793,5.375,71
27839,10.108,97
15718,9.161,79
67247,12.261,97
87450,0.301,71
88030,13.744,0
81549,2.818,97
78062,4.544,105
19941,5.054,97
45833,3.044,80
88249,4.262,97
9509,0.133,20
82492,2.621,0
75568,5.555,97
21590,0.985,0
21507,3.87,97
58710,3.329,64
14970,6.712,40
33345,3.044,126
71312,2.717,97
39023,2.607,97
26096,6.488,97
15855,9.822,0
62188,0.957,97
1801,2.921,97
70445,12.739,97
34441,2.887,97
60512,7.351,97
73629,2.271,97
43395,0.021,108
25756,3.461,30
58982,6.358,97
28847,10.516,75
24328,4.861,97
79503,0.667,105
6250,3.176,97
56971,4.09,0
51978,7.805,97
65823,0.051,84
39891,3.587,97
65238,7.738,97
86045,6.9,71
61757,2.884,0
14733,8.936,97
24940,4.226,97
16055,4.876,64
39009,11.15,3
58235,6.91,97
67325,17.949,0
47402,3.944,64
45184,0.77,97
8502,4.431,64
62654,0.072,38
76268,0.033,10
31462,0.354,97
71133,5.179,0
81208,0.308,81
9031,2.646,97
72496,6.606,31
39589,11.114,20
84264,0.532,71
80971,5.82,66
69934,0.368,80
2580,12.17,79
69666,6.914,105
74235,2.985,80
25936,0.402,97
489,1.193,97
31049,0.18,67
1458,0.485,20
41946,9.175,52
44505,3.955,97
40627,3.672,64
66407,8.359,0
23914,7.119,97
81116,3.94,66
30123,0.053,80
20638,4.993,76
79041,10.971,97
26523,9.758,79
50941,6.752,10
36799,3.878,81
24807,2.431,97
64614,3.339,64
66914,16.163,52
17482,1.57,97
27282,2.144,97
22237,5.361,71
16218,6.09,10
13593,7.855,97
17633,1.92,97
76969,0.544,10
44629,0.204,39
82609,0.035,20
43037,2.442,64
48082,3.208,97
86600,10.487,52
41619,1.685,0
53725,11.933,86
7121,9.832,80
48429,3.087,97
52163,8.234,97
77806,1.172,0
80652,1.503,97
51906,8.466,97
4649,17.606,0
11373,9.551,0
44117,0.605,97
52376,4.982,97
41886,2.109,71
74837,4.753,64
89051,0.811,79
47083,17.728,43
89467,7.612,0
82981,5.524,80
23443,3.877,30
38750,3.179,71
71008,12.044,0
64274,4.545,66
81182,1.33,97
18589,2.724,97
3595,8.949,97
52777,0.819,61
71425,1.99,80
25999,10.124,0
24653,5.346,79
33267,0.825,97
19496,0.188,97
37271,9.458,97
15527,2.649,9
46788,3.088,97
66485,2.573,0
65825,7.048,0
23849,4.373,79
81325,9.438,0
8160,1.616,71
34408,4.323,64
28713,2.573,105
6626,6.239,64
9158,8.03,71
87859,2.071,71
57845,7.938,71
6774,6.009,10
61390,0.356,71
89773,6.085,97
24538,5.1,97
75358,6.546,10
6043,4.228,126
75518,0.055,71
12064,3.707,97
75544,1.301,71
83495,17.843,0
89469,5.044,97
79136,8.595,80
30948,3.141,97
88115,1.955,88
58635,5.63,0
23640,2.999,71
42109,0.388,48
14497,5.381,97
4618,3.741,81
32813,0.682,66
51684,3.027,39
18942,7.048,0
87499,6.571,0
8425,5.138,0
62360,3.315,89
24324,2.981,97
55055,2.043,105
87807,9.838,7
59430,1.299,97
81998,5.597,97
59030,1.937,30
35219,5.839,97
31010,2.69,97
23810,6.41,97
79351,3.785,71
78404,1.815,80
45713,2.181,115
49564,8.047,80
10875,0.11,75
79651,3.016,97
26563,1.218,97
30742,2.008,80
12371,1.42,80
8004,4.737,0
52818,2.838,79
8387,6.576,79
55022,6.885,0
5282,15.479,97
46410,1.789,97
59317,1.161,134
6055,5.953,97
77540,8.479,10
81145,0.094,39
51789,3.143,71
6710,3.474,43
10675,1.524,64
67880,3.357,71
33006,2.108,97
83596,1.238,80
19175,4.707,39
19219,0.024,0
36736,7.414,97
12743,2.942,97
4727,5.265,97
17020,2.755,97
16574,2.191,52
9975,1.399,0
74990,6.748,0
57224,14.544,71
1609,1.131,80
40024,4.498,66
56597,2.51,80
17240,4.708,97
11259,0.499,10
17015,1.941,97
40979,3.817,0
80890,4.814,39
51069,2.139,97
68993,1.366,97
14585,4.559,97
62098,0.048,75
16520,3.774,80
35518,7.467,97
32025,4.204,97
81020,3.043,67
3179,3.892,10
48269,0.191,10
12419,11.725,42
45223,4.674,97
27934,5.0,71
51884,7.213,30
73516,5.41,97
30339,2.448,97
31938,2.025,81
62952,7.389,0
3407,6.99,71
57570,2.67,0
15852,9.893,0
68655,0.061,82
79370,6.435,97
90113,1.844,97
45276,8.369,0
41222,4.349,0
38919,4.225,97
85885,0.082,38
815,0.559,10
75067,8.999,64
52306,1.433,97
4453,0.572,80
50887,5.211,71
23139,1.437,81
83447,4.543,58
30247,5.736,97
42549,0.036,0
6003,3.379,10
19875,2.423,97
10826,6.485,0
26427,4.205,97
72864,2.704,97
86611,4.517,107
81905,1.231,80
30328,4.244,80
42499,6.787,97
9974,5.748,71
65703,3.138,71
76383,2.426,97
81398,1.168,105
32791,8.143,66
38261,3.722,71
56251,7.148,81
15652,0.065,0
55471,6.394,97
53822,1.323,71
12178,18.585,97
8321,0.198,39
53315,5.189,71
82114,7.15,0
37712,0.055,81
86719,1.4,64
17078,8.967,0
79915,0.626,97
59643,4.531,97
37119,12.452,61
10253,12.396,79
54934,0.341,97
70080,5.098,97
80119,0.581,97
20182,4.4,97
52983,10.704,71
31431,0.248,79
52432,5.867,71
83677,0.72,97
23510,3.319,97
89505,1.475,97
27036,6.977,0
14632,2.877,97
21498,7.51,97
74968,2.915,97
39474,6.2,67
63866,2.39,105
73938,6.636,97
88267,5.625,52
13262,12.161,0
80721,2.812,80
36063,2.051,88
48701,5.647,106
38427,6.441,64
16310,4.613,0
43432,0.478,97
5418,13.369,81
46723,9.883,97
54269,0.06,14
16394,10.627,0
58311,1.412,79
65243,5.929,97
85883,9.265,71
6335,2.729,97
19402,12.039,71
75205,11.072,97
83252,6.302,97
5243,6.766,0
41523,5.57,80
54692,6.536,64
63069,2.495,97
59382,5.952,71
86586,1.818,0
84098,4.237,81
59467,4.669,71
89618,2.644,42
40821,3.526,80
18091,1.967,80
13658,2.9,97
88715,4.874,97
121,10.933,84
42355,1.862,64
20507,13.285,0
37754,4.082,13
57187,1.45,97
54781,2.443,97
58473,2.181,97
86828,3.457,64
68660,6.908,80
20840,3.063,97
353,7.266,71
82275,3.169,115
6575,6.058,97
6771,9.012,71
20016,10.8,97
72427,3.859,97
56950,1.874,66
33332,15.345,71
81617,8.367,97
9466,1.525,0
21112,2.431,97
52086,8.845,97
16555,4.402,64
47191,5.416,97
3156,9.244,97
67600,3.426,64
73715,0.809,71
86673,3.177,0
76796,0.113,10
27736,8.031,97
72380,1.732,84
49782,7.668,80
68673,16.015,97
18767,1.632,42
43920,10.896,39
30202,1.502,97
7731,5.258,0
65969,0.023,80
21559,2.677,97
52607,2.66,97
13544,5.57,39
22477,12.225,39
21634,5.352,71
30057,0.066,75
79268,1.574,97
69852,2.484,0
35439,1.106,97
83059,5.26,81
50898,11.897,97
24951,0.1,115
31529,12.075,6
21445,7.118,97
29786,5.313,64
10088,11.081,97
55320,2.669,80
32338,2.053,97
83615,9.378,58
86931,7.537,17
20029,1.839,97
44401,2.16,80
21292,1.562,97
54573,4.891,64
87838,2.063,0
55086,2.443,97
37550,4.352,97
14121,0.033,32
42555,0.186,81
25203,1.064,97
8587,0.031,71
25991,2.946,71
43221,1.634,97
15470,7.596,81
27317,3.261,71
9826,7.517,64
41910,0.042,71
64784,3.638,0
15445,0.047,127
76777,0.338,43
51891,8.757,63
89066,4.596,79
80091,4.894,97
57466,3.006,0
5219,10.696,0
35730,7.39,97
11480,0.891,97
18662,4.343,10
62767,3.85,97
81124,6.952,0
1262,7.314,0
62251,0.048,75
4508,0.643,0
1099,2.751,97
2994,1.918,97
38463,3.113,80
49248,12.477,0
19112,0.061,10
38013,0.133,3
88895,11.116,71
19663,17.521,10
54720,2.344,64
23113,2.849,97
55028,9.782,71
14565,4.499,97
22581,5.642,64
2778,2.404,97
85800,0.501,68
6964,9.729,97
47291,11.988,97
4176,5.979,0
47724,3.841,108
57405,3.258,99
68567,4.82,80
89669,0.084,97
14789,2.365,105
4766,0.081,22
62141,2.533,89
76015,5.975,3
10730,15.422,79
6585,2.145,3
45384,1.69,116
86193,5.601,64
74361,4.145,81
72843,2.947,71
39418,0.716,80
55289,6.259,104
66672,5.206,97
63176,9.274,39
82001,0.047,39
78152,3.142,80
20722,6.056,0
70904,0.06,47
30614,4.954,80
3777,1.13,86
63640,3.537,0
73413,3.218,0
72652,3.445,97
65924,1.679,0
7655,2.801,97
77585,2.054,64
31553,9.914,0
9478,2.289,71
85808,1.266,81
55841,3.008,97
1811,2.675,126
81804,10.632,39
77743,0.249,71
60294,3.644,71
80173,4.251,97
18774,0.332,71
6613,2.865,64
89388,1.587,97
45832,13.479,71
2629,7.539,97
75430,4.354,3
80354,2.034,80
76862,15.831,71
55642,0.041,81
41217,9.647,97
35191,6.808,86
71978,0.095,46
82847,4.422,39
35661,14.313,2
26830,0.729,97
42916,0.253,10
6765,11.667,0
33931,12.954,0
45921,1.948,97
40265,4.529,71
43696,7.896,71
43419,4.402,97
86046,6.083,97
34831,7.907,97
20765,1.064,0
16327,1.483,31
44042,13.817,97
11641,5.708,0
77369,16.667,51
78048,11.552,19
52957,4.589,97
32764,8.941,97
35653,0.096,71
4691,2.01,97
39952,6.646,97
43281,2.897,97
73640,5.244,80
38214,4.488,71
84864,1.364,97
85443,7.298,0
8992,6.78,97
8589,0.033,80
76297,2.99,97
38206,2.851,97
19199,1.186,80
39414,2.143,71
86286,6.903,89
7814,3.748,0
83767,2.918,97
41002,1.228,97
19052,12.69,71
83766,4.391,80
78232,8.888,97
52652,8.361,0
85155,8.628,97
24432,2.87,97
86027,2.963,79
60794,8.31,80
64723,1.251,0
3991,1.671,67
70338,12.2,81
20818,3.821,80
42673,1.166,97
19157,11.414,79
72059,5.741,66
24630,17.275,79
88037,0.103,71
29293,7.081,97
66688,1.107,97
60560,4.469,20
47089,3.676,97
29182,0.986,97
76800,5.441,0
77284,2.779,64
32143,2.589,97
43044,0.953,114
28193,3.993,97
42869,5.059,71
87737,1.358,80
88657,2.717,71
74999,0.945,80
19598,1.975,97
41019,18.659,51
72454,0.075,97
74740,4.509,38
16857,0.082,97
82803,8.73,66
33598,0.921,97
4995,4.665,0
45303,2.977,97
78669,3.04,81
66958,15.9,81
49106,3.903,71
31363,2.313,80
11993,0.043,39
78363,6.94,66
79505,5.25,105
29208,0.026,108
23053,12.637,80
25214,0.154,97
23593,2.302,81
66535,0.276,97
47167,2.233,97
58880,4.532,64
73944,0.092,90
46250,0.376,97
9424,7.171,71
47329,2.152,80
78990,0.021,66
658,10.552,39
55172,4.49,81
28173,2.708,71
56291,3.817,71
72205,0.127,97
26130,14.853,71
70236,7.235,64
32307,4.61,80
48968,1.584,64
44824,3.478,42
62160,7.649,97
77295,5.024,97
58076,2.366,0
69624,1.479,71
58283,11.49,0
8967,3.072,71
89980,6.18,97
26460,3.807,97
36344,7.885,40
38443,3.229,64
27530,6.485,97
26881,4.881,97
37034,6.44,0
86744,0.701,71
48234,0.035,72
20471,1.948,71
23102,0.033,97
75531,4.795,97
78772,17.168,97
54928,4.013,97
47723,15.844,97
19147,1.27,71
43775,5.246,97
5180,8.504,0
35357,4.788,97
84792,10.182,80
70626,2.888,97
50515,5.651,40
7525,0.052,79
75064,3.019,43
32118,1.637,67
4041,3.439,0
11568,0.091,97
17794,0.669,1
66462,3.092,80
38607,7.649,0
67536,5.36,0
71367,8.068,42
34666,7.692,0
70074,10.198,64
48182,4.593,30
17040,12.424,71
7176,1.823,64
89511,10.884,97
75256,3.203,97
14607,1.251,97
1545,3.725,71
45125,7.34,71
11543,4.567,0
84356,5.395,71
80500,2.525,80
19544,5.609,80
56383,4.363,71
10859,2.07,97
29488,6.795,97
4619,14.966,48
68785,6.344,97
21696,1.707,80
80540,0.076,71
2184,0.252,38
25944,5.481,97
36631,1.385,97
74048,1.544,97
47501,10.303,86
1134,4.533,0
72202,0.043,69
11814,4.642,80
70574,15.374,0
5793,3.773,81
51309,1.716,81
3064,11.987,40
67295,4.257,66
19200,2.503,75
35275,1.573,97
55398,0.07,97
21947,5.269,71
42162,5.729,64
16787,8.996,0
44805,7.338,80
418,5.109,71
63469,4.451,97
57737,5.201,97
57621,13.249,71
65147,2.005,13
17250,3.555,97
50075,5.903,105
43548,2.111,97
6132,0.027,26
52999,16.678,97
38672,0.389,10
72827,4.996,10
88783,0.716,97
41453,9.613,134
33747,0.096,75
8327,4.874,117
67984,1.857,97
22807,8.232,39
9169,1.487,0
22427,8.068,71
79741,1.633,81
86978,13.165,97
53262,11.551,80
81308,8.36,97
76293,2.677,97
